식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D220-740000000-0009,아이스티_리치 히비 빅 아이스티 (V),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,19,,0.05,,,,1.1,,,,,,3.0,,,,,,,,,,0.02,,3,식품의약품안전처,610g,파스쿠찌,2,수집,2022-07-11,2025-04-08,1471000,식품의약품안전처
D220-740000000-0010,아이스티_복숭아 아이스티 (EX),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,57,,0.0,,,,13.37,,,,,,3.0,,,,,,,,,,0.23,,3,식품의약품안전처,651g,이디야,2,수집,2022-07-08,2025-04-08,1471000,식품의약품안전처
D220-740000000-0011,아이스티_복숭아 아이스티 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,54,,0.0,,,,11.33,,,,,,3.0,,,,,,,,,,0.0,,3,식품의약품안전처,450g,카페베네,2,수집,2022-07-05,2025-04-08,1471000,식품의약품안전처
D220-740000000-0012,아이스티_복숭아 아이스티 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,33,,0.0,,,,8.25,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,400g,파스쿠찌,2,수집,2022-07-11,2025-04-08,1471000,식품의약품안전처
D220-740000000-0013,아이스티_복숭아 아이스티 (V),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,30,,0.0,,,,7.67,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,600g,파스쿠찌,2,수집,2022-07-11,2025-04-08,1471000,식품의약품안전처
D220-740000000-0014,아이스티_복숭아 아이스티,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,37,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,3,식품의약품안전처,420g,드롭탑,2,수집,2022-06-23,2025-04-08,1471000,식품의약품안전처
D220-740000000-0015,아이스티_복숭아 아이스티,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,45,,0.0,,,,10.63,,,,,,2.0,,,,,,,,,,0.19,,3,식품의약품안전처,414g,이디야,2,수집,2022-07-08,2025-04-08,1471000,식품의약품안전처
D220-740000000-0016,아이스티_복숭아 아이스티,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,38,,0.0,,,,9.51,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,473g,카페띠아모,2,수집,2022-07-04,2025-04-08,1471000,식품의약품안전처
D220-740000000-0017,아이스티_복숭아 아이스티,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,51,,0.06,0.08,,12.4,12.1,,,,,,0.0,,,,,,,,,0.0,0.03,0.0,3,식품의약품안전처,100g,카페봄봄,2,수집,2022-07-04,2025-04-08,1471000,식품의약품안전처
D220-740000000-0018,아이스티_복숭아 아이스티,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,40,,0.0,,,,1.68,,,,,,2.0,,,,,,,,,,0.0,,3,식품의약품안전처,595g,토프레소,2,수집,2022-07-11,2025-04-08,1471000,식품의약품안전처
D220-740000000-0019,아이스티_복숭아 크러쉬 아이스티 (XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20740,아이스티,2074000,해당없음,207400000,해당없음,0,해당없음,100ml,48,,0.0,,,,11.52,,,,,,12.0,,,,,,,,,,0.0,,3,식품의약품안전처,660g,요거프레소,2,수집,2022-07-04,2025-04-08,1471000,식품의약품안전처
D220-737000000-0777,스무디_민트초코오레오프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,93,,1.15,3.38,,11.28,10.0,,,,,,63.0,,,,,,,,,,2.64,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0778,스무디_블루베리스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,89,,0.71,0.95,,19.05,15.8,,,,,,23.0,,,,,,,,,,0.64,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0779,스무디_블루베리요거트스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,76,,0.86,1.4,,14.86,14.21,,,,,,26.0,,,,,,,,,,0.78,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0780,스무디_유자스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,45,,0.0,0.0,,11.27,9.66,,,,,,29.0,,,,,,,,,,0.0,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0781,스무디_캔디소다 밀크쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,99,,0.92,4.55,,13.51,9.92,,,,,,50.0,,,,,,,,,,3.43,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0782,스무디_커피 밀크쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,96,,0.98,4.55,,12.52,8.75,,,,,,56.0,,,,,,,,,,3.36,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0783,스무디_쿠키 밀크쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,114,,1.12,5.12,,15.74,10.54,,,,,,66.0,,,,,,,,,,3.59,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0784,스무디_쿠키초코프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,87,,1.31,4.09,,11.03,8.43,,,,,,77.0,,,,,,,,,,2.47,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0785,스무디_플레인 밀크쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,95,,0.99,4.94,,11.57,8.07,,,,,,52.0,,,,,,,,,,3.77,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0786,스무디_플레인요거트스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,75,,1.02,1.65,,13.99,13.79,,,,,,29.0,,,,,,,,,,0.91,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-738000000-0001,식혜_단호박 식혜,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20738,식혜,2073800,해당없음,207380000,해당없음,0,해당없음,100ml,48,,0.16,0.05,,11.69,11.17,,,,,,,,,,,,,,,,0.02,,3,식품의약품안전처,100g,카페봄봄,2,수집,2022-07-04,2025-04-08,1471000,식품의약품안전처
D220-738000000-0002,식혜_식혜 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20738,식혜,2073800,해당없음,207380000,해당없음,0,해당없음,100ml,47,,0.16,,,,10.26,,,,,,1.0,,,,,,,,,,0.02,,3,식품의약품안전처,614g,빽다방,2,수집,2022-06-23,2025-04-08,1471000,식품의약품안전처
D220-738000000-0003,식혜_얼음동동 식혜,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20738,식혜,2073800,해당없음,207380000,해당없음,0,해당없음,100ml,44,,0.11,0.04,,10.82,10.58,,,,,,2.0,,,,,,,,,0.0,0.03,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-739000000-0001,쌍화차_쌍화차 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20739,쌍화차,2073900,해당없음,207390000,해당없음,0,해당없음,100ml,54,,0.08,,,,10.53,,,,,,15.0,,,,,,,,,,0.0,,3,식품의약품안전처,360g,커피베이,2,수집,2022-07-08,2025-04-08,1471000,식품의약품안전처
D220-739000000-0002,쌍화차_쌍화차 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20739,쌍화차,2073900,해당없음,207390000,해당없음,0,해당없음,100ml,54,,0.08,,,,10.53,,,,,,15.0,,,,,,,,,,0.0,,3,식품의약품안전처,360g,커피베이,2,수집,2022-07-08,2025-04-08,1471000,식품의약품안전처
D220-739000000-0003,쌍화차_대추쌍화차 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20739,쌍화차,2073900,해당없음,207390000,해당없음,0,해당없음,100ml,39,,0.0,,,,1.41,,,,,,1.0,,,,,,,,,,0.28,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-739000000-0004,쌍화차_대추쌍화차 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20739,쌍화차,2073900,해당없음,207390000,해당없음,0,해당없음,100ml,40,,0.03,0.01,,9.93,7.41,,,,,,1.0,,,,,,,,,0.0,0.0,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-739000000-0005,쌍화차_대추쌍화차 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20739,쌍화차,2073900,해당없음,207390000,해당없음,0,해당없음,100ml,39,,0.0,,,,1.41,,,,,,1.0,,,,,,,,,,0.28,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-739000000-0006,쌍화차_대추쌍화차 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20739,쌍화차,2073900,해당없음,207390000,해당없음,0,해당없음,100ml,51,,0.03,0.01,,12.91,9.63,,,,,,2.0,,,,,,,,,0.0,0.0,,3,식품의약품안전처,500g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0759,스무디_피치 슬라이스 플러스 스무디 (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,58,,0.56,,,,13.28,,,,,,4.0,,,,,,,,,,,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0760,스무디_피카피카 망고피카츄,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,80,,0.19,,,,14.89,,,,,,11.0,,,,,,,,,,0.93,,3,식품의약품안전처,591g,더벤티,2,수집,2023-09-01,2025-04-08,1471000,식품의약품안전처
D220-737000000-0761,스무디_하동녹차 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,110,,1.52,,,,13.37,,,,,,37.0,,,,,,,,,,3.21,,3,식품의약품안전처,591g,카페게이트,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0762,스무디_하이프로틴 아몬드 모카 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,58,,6.26,,,,4.91,,,,,,9.0,,,,,,,,,,0.34,,3,식품의약품안전처,591g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0763,스무디_하이프로틴 아몬드 모카 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,58,,6.34,,,,5.07,,,,,,8.0,,,,,,,,,,0.21,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0764,스무디_하이프로틴 아몬드 모카 스무디 (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,58,,6.21,,,,5.08,,,,,,8.0,,,,,,,,,,0.28,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0765,스무디_하이프로틴 아몬드 바나나 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,45,,3.72,,,,4.4,,,,,,21.0,,,,,,,,,,0.17,,3,식품의약품안전처,591g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0766,스무디_하이프로틴 아몬드 바나나 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,45,,3.81,,,,4.44,,,,,,21.0,,,,,,,,,,0.21,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0767,스무디_하이프로틴 아몬드 바나나 스무디 (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,45,,3.67,,,,4.52,,,,,,21.0,,,,,,,,,,0.28,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0768,스무디_현미 밀크 쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,126,,1.48,,,,12.39,,,,,,65.0,,,,,,,,,,3.38,,3,식품의약품안전처,473g,블루샥,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0769,스무디_흰둥이 바닐라 밀크 쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,120,,1.45,,,,16.52,,,,,,37.0,,,,,,,,,,4.35,,3,식품의약품안전처,345g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0770,스무디_그린티프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,88,,1.15,3.15,,16.31,10.86,,,,,,20.0,,,,,,,,,,2.03,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0771,스무디_딸기스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,101,,0.71,0.95,,22.03,17.97,,,,,,25.0,,,,,,,,,,0.64,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0772,스무디_딸기요거트스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,75,,0.86,1.4,,14.55,14.06,,,,,,26.0,,,,,,,,,,0.78,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0773,스무디_리얼초코자바칩프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,97,,1.31,4.21,,12.42,9.41,,,,,,32.0,,,,,,,,,,2.88,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0774,스무디_망고스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,92,,0.71,0.95,,20.14,16.62,,,,,,21.0,,,,,,,,,,0.64,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0775,스무디_망고요거트스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,79,,0.88,1.4,,14.65,14.06,,,,,,26.0,,,,,,,,,,0.78,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0776,스무디_모카자바칩프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,94,,1.05,3.87,,12.5,8.98,,,,,,29.0,,,,,,,,,,2.64,,3,식품의약품안전처,591ml,컴포즈커피,2,수집,2024-09-20,2025-04-08,1471000,식품의약품안전처
D220-751000000-0006,탄산음료_패션 탱고티 레모네이드 피지오 (Tall),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20751,탄산음료,2075100,해당없음,207510000,해당없음,0,해당없음,100ml,18,,0.0,,,,4.79,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,355g,스타벅스,2,수집,2022-06-24,2025-04-08,1471000,식품의약품안전처
D220-737000000-0741,스무디_플레인 요거스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,86,,2.2,,,,10.49,,,,,,36.0,,,,,,,,,,1.69,,3,식품의약품안전처,591g,카페게이트,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0742,스무디_플레인요거트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,82,,1.49,,,,15.65,,,,,,28.0,,,,,,,,,,0.84,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0743,스무디_플레인요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,71,,1.48,,,,8.81,,,,,,19.0,,,,,,,,,,0.95,,3,식품의약품안전처,420g,카페루앤비,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0744,스무디_플레인 요거트 코코 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,101,,2.3,,,18.34,16.12,,,,,,47.0,,,,,,,,,0.0,1.39,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0745,스무디_플레인 요거트 드링크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,56,,1.68,,,7.58,7.43,,,,,,30.0,,,,,,,,,0.0,1.28,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0746,스무디_플레인요거트 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,87,,2.24,,,,13.4,,,,,,30.0,,,,,,,,,,0.67,,3,식품의약품안전처,450g,커피:니,2,수집,2023-09-19,2025-04-08,1471000,식품의약품안전처
D220-737000000-0747,스무디_플레인요거트 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,77,,1.73,,,,14.13,,,,,,26.0,,,,,,,,,,0.5,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,1471000,식품의약품안전처
D220-737000000-0748,스무디_피넛 파워 플러스 다크초코 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,92,,1.69,,,,10.32,,,,,,31.0,,,,,,,,,,0.85,,3,식품의약품안전처,591g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0749,스무디_피넛 파워 플러스 다크초코 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,92,,1.69,,,,10.36,,,,,,31.0,,,,,,,,,,0.85,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0750,스무디_피넛 파워 플러스 다크초코 스무디 (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,92,,1.69,,,,10.17,,,,,,31.0,,,,,,,,,,0.85,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0751,스무디_피넛 파워 플러스 스트로베리 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,95,,2.2,,,,14.21,,,,,,19.0,,,,,,,,,,0.68,,3,식품의약품안전처,591g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0752,스무디_피넛 파워 플러스 스트로베리 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,95,,2.11,,,,14.16,,,,,,19.0,,,,,,,,,,0.63,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0753,스무디_피넛 파워 플러스 스트로베리 스무디 (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,95,,2.26,,,,14.12,,,,,,19.0,,,,,,,,,,0.56,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0754,스무디_피넛버터 밀크 쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,107,,1.42,,,,10.68,,,,,,80.0,,,,,,,,,,,,3,식품의약품안전처,591g,매머드 익스프레스,2,수집,2023-06-23,2025-04-08,1471000,식품의약품안전처
D220-737000000-0755,스무디_피스타치오 아몬드 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,96,,1.78,,,,9.15,,,,,,47.0,,,,,,,,,,,,3,식품의약품안전처,591g,매머드 익스프레스,2,수집,2023-06-23,2025-04-08,1471000,식품의약품안전처
D220-737000000-0756,스무디_피스타치오 코코 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,99,,1.26,,,17.96,14.17,,,,,,43.0,,,,,,,,,0.0,1.79,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0757,스무디_피치 슬라이스 플러스 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,58,,0.51,,,,13.37,,,,,,4.0,,,,,,,,,,,,3,식품의약품안전처,591g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0758,스무디_피치 슬라이스 플러스 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,57,,0.63,,,,13.32,,,,,,4.0,,,,,,,,,,,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-751000000-0005,탄산음료_쿨 라임 피지오 (Tall),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20751,탄산음료,2075100,해당없음,207510000,해당없음,0,해당없음,100ml,30,,0.0,,,,7.04,,,,,,6.0,,,,,,,,,,0.0,,3,식품의약품안전처,355g,스타벅스,2,수집,2022-06-24,2025-04-08,1471000,식품의약품안전처
D220-737000000-0722,스무디_쿠키앤크림 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,108,,0.68,,,,11.68,,,,,,69.0,,,,,,,,,,3.55,,3,식품의약품안전처,591g,더벤티,2,수집,2023-06-22,2025-04-08,1471000,식품의약품안전처
