식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D220-737000000-0723,스무디_쿠키 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,108,,1.52,,,,9.14,,,,,,86.0,,,,,,,,,,3.72,,3,식품의약품안전처,591g,카페게이트,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0724,스무디_타로 블렌디드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,68,,0.91,,,,8.87,,,,,,16.0,,,,,,,,,,0.75,,3,식품의약품안전처,504g,팔공티,2,수집,2023-09-26,2025-04-08,1471000,식품의약품안전처
D220-737000000-0725,스무디_타요 리틀 엔젤푸드 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,51,,0.85,,,,9.89,,,,,,5.0,,,,,,,,,,,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0726,스무디_토피넛초코칩 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,116,,0.68,,,,15.06,,,,,,59.0,,,,,,,,,,4.06,,3,식품의약품안전처,591g,더벤티,2,수집,2023-06-22,2025-04-08,1471000,식품의약품안전처
D220-737000000-0727,스무디_파인애플 서프 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,61,,1.02,,,,10.83,,,,,,15.0,,,,,,,,,,,,3,식품의약품안전처,591g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0728,스무디_파인애플 서프 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,61,,0.85,,,,10.78,,,,,,15.0,,,,,,,,,,,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0729,스무디_파인애플 서프 스무디 (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,61,,0.85,,,,11.02,,,,,,15.0,,,,,,,,,,,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0730,스무디_파인코코 크러쉬,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,20,,0.19,,,,2.1,,,,,,8.0,,,,,,,,,,0.61,,3,식품의약품안전처,591g,더벤티,2,수집,2023-09-01,2025-04-08,1471000,식품의약품안전처
D220-737000000-0731,스무디_패션프루츠 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,53,,0.0,,,,11.11,,,,,,2.0,,,,,,,,,,0.0,,3,식품의약품안전처,450g,베러댄와플,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0732,스무디_퐁크러쉬,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,113,,1.96,,,,11.35,,,,,,54.0,,,,,,,,,,3.83,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0733,스무디_프로틴 그릭요거트 아이스 블렌디드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,161,,7.04,,,,16.9,,,,,,82.0,,,,,,,,,,3.1,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0734,스무디_프로틴 초콜릿 아이스 블렌디드 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,96,,7.61,,,,5.92,,,,,,43.0,,,,,,,,,,2.75,,3,식품의약품안전처,473g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0735,스무디_플레인 그릭요거트 아이스 블렌디드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,155,,2.82,,,,16.9,,,,,,82.0,,,,,,,,,,3.1,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0736,스무디_플레인 요거스 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,61,,0.95,,,11.63,11.21,,,,,,14.0,,,,,,,,,,0.63,,3,식품의약품안전처,946g,더리터,2,수집,2023-07-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0737,스무디_플레인 요거스 아이스(ICED) (ML),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,62,,0.99,,,11.97,11.55,,,,,,14.0,,,,,,,,,,0.56,,3,식품의약품안전처,710g,더리터,2,수집,2023-07-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0738,스무디_플레인 요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,62,,1.54,,,,8.82,,,,,,44.0,,,,,,,,,,,,3,식품의약품안전처,591g,매머드 익스프레스,2,수집,2023-06-23,2025-04-08,1471000,식품의약품안전처
D220-737000000-0739,스무디_플레인 요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,88,,1.29,,,,14.8,,,,,,19.0,,,,,,,,,,0.19,,3,식품의약품안전처,473g,블루샥,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0740,스무디_플레인 요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,71,,0.34,,,,11.68,,,,,,18.0,,,,,,,,,,1.35,,3,식품의약품안전처,591g,더벤티,2,수집,2023-06-22,2025-04-08,1471000,식품의약품안전처
D220-737000000-0703,스무디_코코넛 서프라이즈 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,57,,1.52,,,,8.12,,,,,,18.0,,,,,,,,,,1.52,,3,식품의약품안전처,591g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0704,스무디_코코넛 서프라이즈 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,57,,1.48,,,,8.03,,,,,,18.0,,,,,,,,,,1.48,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0705,스무디_코코넛 서프라이즈 스무디 (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,57,,1.41,,,,8.19,,,,,,18.0,,,,,,,,,,1.41,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0706,스무디_코코넛 피나 콜라다 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,65,,1.35,,,,11.0,,,,,,17.0,,,,,,,,,,0.68,,3,식품의약품안전처,591g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0707,스무디_코코넛 피나 콜라다 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,65,,1.27,,,,10.99,,,,,,17.0,,,,,,,,,,0.63,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0708,스무디_코코넛 피나 콜라다 스무디 (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,66,,1.41,,,,11.02,,,,,,17.0,,,,,,,,,,0.85,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0709,스무디_코코넛커피 쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,37,,1.02,,,,2.03,,,,,,27.0,,,,,,,,,,2.32,,3,식품의약품안전처,591g,더벤티,2,수집,2023-09-01,2025-04-08,1471000,식품의약품안전처
D220-737000000-0710,스무디_코코밀크 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,111,,1.18,,,,13.37,,,,,,51.0,,,,,,,,,,2.37,,3,식품의약품안전처,591g,더벤티,2,수집,2023-06-22,2025-04-08,1471000,식품의약품안전처
D220-737000000-0711,스무디_코코초코 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,105,,2.03,,,,16.07,,,,,,71.0,,,,,,,,,,0.85,,3,식품의약품안전처,591g,더벤티,2,수집,2023-06-22,2025-04-08,1471000,식품의약품안전처
D220-737000000-0712,스무디_콜드브루 커피 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,83,,0.63,,,,10.42,,,,,,9.0,,,,,,,,,,,,3,식품의약품안전처,591g,매머드 익스프레스,2,수집,2023-06-23,2025-04-08,1471000,식품의약품안전처
D220-737000000-0713,스무디_쿠앤크 리터치노 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,98,,1.27,,,14.8,10.78,,,,,,56.0,,,,,,,,,,2.75,,3,식품의약품안전처,946g,더리터,2,수집,2023-07-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0714,스무디_쿠앤크 리터치노 아이스(ICED) (ML),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,94,,1.27,,,14.37,10.42,,,,,,57.0,,,,,,,,,,2.54,,3,식품의약품안전처,710g,더리터,2,수집,2023-07-20,2025-04-08,1471000,식품의약품안전처
D220-737000000-0715,스무디_쿠앤크 바나치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,141,,1.08,,,15.37,11.18,,,,,,62.0,,,,,,,,,0.07,5.17,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0716,스무디_쿠앤크 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,104,,1.79,,,,12.68,,,,,,70.0,,,,,,,,,,2.02,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0717,스무디_쿠앤크 스무디 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,105,,1.64,,,,13.2,,,,,,69.0,,,,,,,,,,1.91,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0718,스무디_쿠앤크프라푸치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,90,,2.03,,,,10.7,,,,,,94.0,,,,,,,,,,1.68,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0719,스무디_쿠키&크림 프라페 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,120,,1.5,,,,11.22,,,,,,75.0,,,,,,,,,,4.33,,3,식품의약품안전처,450g,커피:니,2,수집,2023-09-19,2025-04-08,1471000,식품의약품안전처
D220-737000000-0720,스무디_쿠키&크림 프라페 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,125,,1.5,,,,11.23,,,,,,75.0,,,,,,,,,,4.35,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,1471000,식품의약품안전처
D220-737000000-0721,스무디_쿠키앤크림 블렌디드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,133,,1.27,,,,13.45,,,,,,75.0,,,,,,,,,,4.19,,3,식품의약품안전처,482.9,팔공티,2,수집,2023-09-26,2025-04-08,1471000,식품의약품안전처
D220-737000000-0684,스무디_초코프로틴쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,79,,5.0,,,,9.0,,,,,,36.0,,,,,,,,,,1.0,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0685,스무디_초콜릿 아이스 블렌디드 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,90,,1.9,,,,5.92,,,,,,43.0,,,,,,,,,,2.75,,3,식품의약품안전처,473g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0686,스무디_초콜릿 아이스 블렌디드 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,90,,1.97,,,,14.37,,,,,,43.0,,,,,,,,,,2.82,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0687,스무디_치즈&스트로베리 블렌디드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,71,,0.25,,,,9.89,,,,,,17.0,,,,,,,,,,0.5,,3,식품의약품안전처,440g,팔공티,2,수집,2023-09-26,2025-04-08,1471000,식품의약품안전처
D220-737000000-0688,스무디_치즈&애플망고 블렌디드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,69,,0.31,,,,10.81,,,,,,20.0,,,,,,,,,,0.46,,3,식품의약품안전처,480g,팔공티,2,수집,2023-09-26,2025-04-08,1471000,식품의약품안전처
D220-737000000-0689,스무디_치즈&핑크리치 블렌디드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,77,,0.23,,,,9.41,,,,,,16.0,,,,,,,,,,0.5,,3,식품의약품안전처,440g,팔공티,2,수집,2023-09-26,2025-04-08,1471000,식품의약품안전처
D220-737000000-0690,스무디_카라멜 루비치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,88,,1.02,,,,10.71,,,,,,50.0,,,,,,,,,,2.67,,3,식품의약품안전처,420g,카페루앤비,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0691,스무디_카라멜 아이스 블렌디드 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,106,,1.41,,,,21.97,,,,,,62.0,,,,,,,,,,1.41,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0692,스무디_카라멜 프라페 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,88,,0.89,,,,8.16,,,,,,29.0,,,,,,,,,,1.64,,3,식품의약품안전처,450g,커피:니,2,수집,2023-09-19,2025-04-08,1471000,식품의약품안전처
D220-737000000-0693,스무디_카라멜 프라페 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,84,,0.75,,,,8.03,,,,,,30.0,,,,,,,,,,3.0,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,1471000,식품의약품안전처
D220-737000000-0694,스무디_캐롯 케일 스무디 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,41,,3.72,,,,6.43,,,,,,16.0,,,,,,,,,,,,3,식품의약품안전처,591g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0695,스무디_캐롯 케일 스무디 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,41,,3.59,,,,6.55,,,,,,16.0,,,,,,,,,,,,3,식품의약품안전처,473g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-737000000-0696,스무디_캐롯 케일 스무디 (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,41,,3.67,,,,6.5,,,,,,16.0,,,,,,,,,,,,3,식품의약품안전처,354g,스무디킹,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
